longitude,latitude,name,comment,inscription,page_url,erected_by,erected_date,categories,credits
-74.0464,40.689829,&#8220;Mother of Exiles&#8221;,"Near , Jersey City, ","Between 1886 and 1924, 14 million immigrants entered America through New York. The Statue of Liberty was a reassuring sign that they had arrived in the land of their dreams. To these anxious newcomers, the Statue’s uplifted torch did not suggest “enlightenment,” as her creators intended, but rather, “welcome.”  Over time, the Statue of Liberty emerged as Emma Lazarus’ “Mother of Exiles,” a symbol of hope to generations of immigrants.",https://www.hmdb.org/marker.asp?marker=49321,National Park Service,,"Arts, Letters, Music,Man-Made Features","This page was last revised on June 16, 2016. This page originally submitted on  November 8, 2011, by Bill Coughlin of North Arlington, New Jersey.  This page has been viewed 377 times since then and 46 times this year."
-74.034521,40.707348,The Central Railroad of New Jersey (CRRNJ) Terminal,"Near Audrey Zapp Road, Jersey City, (On the right when traveling east)","After passing the Statue of Liberty and being processed at Ellis Island, where did the new Americans go?  Once declared “clearly and beyond a doubt, entitled to land” almost two-thirds of the immigrants processed at Ellis Island bought train tickets from the Central Railroad of New Jersey (CRRNJ) ticket office on the island. They then boarded ferries which brought them here to the CRRNJ Terminal in Jersey City.  Upon arrival at the CRRNJ Terminal, the immigrants awaited their trains in the Emigrant Waiting Room.  The area in front of you, once enclosed within a ferry house, was the “Emigrant Waiting Room.” Here, in this small confined space, new immigrants were kept apart from the splendor of the main waiting room.  Remnant pipes, a slate urinal and tiles of the restroom floor are still visible today.  When it came time for their trains to depart, the new immigrants, many with their train tickets pinned to their clothing, were led to Track 1 through the North Baggage Tunnel (the arched opening behind you). Special immigrant trains, described as “somewhat resembling cattle cars,” took these new Americans on the next leg of their historic journeys.",https://www.hmdb.org/marker.asp?marker=49339,New Jersey Division of Parks and Forestry,,"Notable Buildings,Railroads & Streetcars","This page was last revised on June 16, 2016. This page originally submitted on  November 9, 2011, by Bill Coughlin of North Arlington, New Jersey.  This page has been viewed 573 times since then and 41 times this year."
-74.034521,40.707417,The Historic Trilogy,"Near Audrey Zapp Road, Jersey City, (On the right when traveling east)","The term “Historic Trilogy” is used to represent the role the Central Railroad of New Jersey (CRRNJ) Terminal, Ellis Island and the Statue of Liberty played in American history. It was these three historic structures that greeted most of the immigrants arriving to the New York Harbor area during the wave of immigration of the 19th and early 20th centuries.  The Statue of Liberty, dedicated in 1886, was a gift from the people of France to the people of the United States. Its original intent was to symbolize a common belief in democracy. It quickly became a universal symbol of hope and freedom, especially to those immigrants fleeing political and religious persecution in Europe and the Soviet Union.  The Ellis Island Immigration Station opened in 1892 to process the 12 million immigrants pouring into the New York Harbor area. These people supplied the labor, and in some cases the expertise, which fueled the industrial revolution in this country. Today, over half of the people living in the U.S. can trace their ancestry back to those immigrants.  Completing the trilogy is the CRRNJ Terminal. Constructed in 1889, it was expanded to its current dimension in 1914, due to increased rail and ferry traffic. Besides transporting hundreds of thousands of commuters to New York City, the Terminal was used by about two thirds of the immigrants processed on Ellis Island, finding their way to a new life.  The CRRNJ Terminal, the cornerstone of Liberty State Park, provides us with a concrete connection to the past. Listed on both the State and National Register of Historic Places, its association with the Statue of Liberty and Ellis Island remind us of our distinctive past.",https://www.hmdb.org/marker.asp?marker=49344,New Jersey Division of Parks and Forestry,,"Notable Buildings,Railroads & Streetcars","This page was last revised on June 16, 2016. This page originally submitted on  November 9, 2011, by Bill Coughlin of North Arlington, New Jersey.  This page has been viewed 316 times since then and 35 times this year."
-93.046686,44.348122,Thomas Anderson Veblen and Kari Bunde Veblen Farmstead / History of the Veblen Farmstead,"Near Goodhue Avenue, near Nerstrand, (On the left when traveling north)","Thomas Anderson Veblen and 
Kari Bunde Veblen Farmstead
From 1866 to 1893 this farmstead was the home of the Veblen family one of the most prominent Norwegian immigrant families of the nineteenth century.
  
The most distinguishing trait of the Veblen family was its emphasis on education. Of the nine children who lived to adulthood, all but one finished secondary school, several studied on the college level, and three graduated from Carleton College. Both Andrew and Thorstein completed the Carleton curriculum in three years and then pursued postgraduate studies. Emily was reputedly the first daughter of Norwegian immigrants ever to graduate from an American college. Many of the Veblen children were teachers during at least part of their careers.
   
The most famous of them was Thorstein Bunde Veblen (1857-1929), the internationally recognized economist and social critic. He became a national literary and intellectual figure after the 1899 publication of his first book, The Theory of the Leisure Class. This book, still widely read, coined a number of new concepts, of which ""conspicuous consumption"" is best known.
   
The farm house marks a transition from the old world to the new. The exterior is in the Greek Revival style typical in the United States during much of the nineteenth century, but the full-length porch and exterior stairs derive from building traditions in the Valdres district of Norway, from which Thomas and Kari emigrated. The interior layout and decoration are predominantly Norwegian. The high level of craftsmanship evident throughout the house and barn are due primarily to Thomas, a skilled carpenter and cabinetmaker who brought his tools and talents to the new world.
  
History of the Veblen Farmstead
The Veblens lived in Wisconsin from their arrival in 1847 until 1865, when they moved to Minnesota. They were attracted to this area by the good farmland and the presence of several relatives nearby. 
  
In 1864 Thomas Veblen bought 200 acres of unimproved land surrounding this site. In 1865 he purchased another 90 acres of partly cultivated land just east of what is now Norstrand Woods State Park. The family lived in a house on the smaller farm following their arrival in July 1865.
  
Work soon began on the new house. Foundation stones were quarried in what is now Norstrand Woods State Park and hauled to this site during the winter. By the fall of 1866 the foundation walls had been completed and covered with a temporary roof. The family moved in late that year. The shell of the house was probably erected in 1867 and the house assumed its final form about 1870. The barn was erected around 1872.
  
The site operated as a farm until 1970. The homestead was placed on the National Register of Historic Places in 1975 and designated a National Historic Landmark in 1981. The survival of the farm buildings is due principally to the efforts of the Veblen Preservation Project, which raised funds to purchase the abandoned buildings and surrounding ten acres in 1982 and which made critical repairs. In 1992 a private individual purchased the property and assumed responsibility for its restoration. Thanks to the dedication and cooperative efforts of many individuals and groups, the house of Minnesota's ""disturbing genius"" and this remarkable family has been preserved and meticulously restored as a reminder of Norwegian-American immigrant life in the last half of the nineteenth century. 
seal of the Minnesota Historical Society
  
Erected by the Minnesota Historical Society 
1996",https://www.hmdb.org/marker.asp?marker=49376,"the Minnesota Historical Society
1996 Erected 1996 by the Minnesota Historical Society",,Settlements & Settlers,"This page was last revised on June 16, 2016. This page originally submitted on  November 10, 2011, by Keith L of Wisconsin Rapids, Wisconsin.  This page has been viewed 624 times since then and 76 times this year."
-73.95378,42.70314,Palatine Road,"On State Route 146, Guilderland, (On the right when traveling east)","c. 1712 
First Road West By 
German Refugees To 
Schoharie Valley",https://www.hmdb.org/marker.asp?marker=49555,Pine Bush Historic Preservation Project.,1975,"Roads & Vehicles,Settlements & Settlers","This page was last revised on June 16, 2016. This page originally submitted on  November 16, 2011, by Howard C. Ohlhous of Duanesburg, New York.  This page has been viewed 816 times since then and 69 times this year."
-82.4949418,27.9585572,Hugh C. Macfarlane,"On George Guida Memorial Drive, Tampa, ","His was a life of achievements – a great lawyer, pioneer land developer, public servant and a Tampa booster. Had the honor of serving as State's Attorney, Tampa City Attorney, Port Commissioner, and Supt. of Public Works. In 1892, converted 200 acres of an alligator infested wilderness into the City of West Tampa. Donated lands and buildings to cigar manufacturers, constructed the Fortune St. bridge and a streetcar line. In 1908, donated 40 acres for the creation of Macfarlane Park.  
    Macfarlane had ""the canniness of a Scot, the resourcefulness of an American and the genuine wit and wisdom of a Florida Cracker.""",https://www.hmdb.org/marker.asp?marker=49593,the Tampa Historical Society.,1985,"Industry & Commerce,Settlements & Settlers","This page was last revised on June 16, 2016. This page originally submitted on  November 17, 2011, by Glenn Sheffield of Tampa, Florida.  This page has been viewed 667 times since then and 62 times this year."
-103.7268805,44.3767003,Chinese Immigrants,"Near Mount Moriah Drive, Deadwood, ","Chinese Immigrants came to Deadwood to make their fortune. After burial in Mt. Moriah, with appropriate ceremonies, the remains were removed for reburial in their home village in China. Not more than two bodies remain in the Chinese Section.",https://www.hmdb.org/marker.asp?marker=49688,,,"Asian Americans,Cemeteries & Burial Sites","This page was last revised on June 16, 2016. This page originally submitted on  November 20, 2011, by Barry Swackhamer of San Jose, California.  This page has been viewed 676 times since then and 48 times this year."
-74.04467,40.68989,Joseph Pulitzer,"Near , Jersey City, "," As publisher of the New York World newspaper, this Hungarian immigrant conducted the editorial crusade that popularized the American Pedestal Fund Campaign. His last will and testament established the Pulitzer prizes for achievement in journalism, literature, music and art. The Bender Foundation for the Bender Family Howard and Sondra Bender Philip Rathner – Sculptor",https://www.hmdb.org/marker.asp?marker=49814,,,"Arts, Letters, Music,Man-Made Features","This page was last revised on June 16, 2016. This page originally submitted on  November 25, 2011, by Bill Coughlin of North Arlington, New Jersey.  This page has been viewed 382 times since then and 52 times this year."
-74.039167,40.699373,The American Immigrant Wall of Honor ®,"Near , Jersey City, ","The American Immigrant Wall of Honor ® celebrates the peopling of America.  The names of individuals and families are inscribed on the wall for posterity as gifts of remembrance through donations made to restore and maintain Ellis Island.  The circular wall contains over 500,000 names. It measures 262 feet across and 664 feet in length. The straight wall contains 56,000 names and is 213 feet in length.  There are three separate alphabetical listings: those names registered before 1993, on panels 7-484, those names registered between 1993 and 1995, on panels 485-579, and those names registered between 1995 and 1998, on panels 581-650.  You can find individual entries and their exact panel locations in a computerized register located in the museum.  The Statue of Liberty-Ellis Island Foundation, Inc. Statue of Liberty National Monument and Ellis Island Department of the Interior National Park Service",https://www.hmdb.org/marker.asp?marker=49816,,,Landmarks,"This page was last revised on June 16, 2016. This page originally submitted on  November 25, 2011, by Bill Coughlin of North Arlington, New Jersey.  This page has been viewed 741 times since then and 82 times this year."
-74.03877,40.698922,The American Immigrant Wall of Honor ®,"Near , Jersey City, ","The American Immigrant Wall of Honor ® celebrates the peopling of America.  The names of individuals and families are inscribed on the wall for posterity as gifts of remembrance through donations made to restore and maintain Ellis Island.  The circular wall contains over 500,000 names. It measures 262 feet across and 664 feet in length. The straight wall contains 56,000 names and is 213 feet in length.  There are three separate alphabetical listings: those names registered before 1993, on panels 7-484, those names registered between 1993 and 1995, on panels 485-579, and those names registered between 1995 and 1998, on panels 581-650.  You can find individual entries and their exact panel locations in a computerized register located in the museum.  The Statue of Liberty-Ellis Island Foundation, Inc. Statue of Liberty National Monument and Ellis Island Department of the Interior National Park Service",https://www.hmdb.org/marker.asp?marker=49817,,,Man-Made Features,"This page was last revised on June 16, 2016. This page originally submitted on  November 25, 2011, by Bill Coughlin of North Arlington, New Jersey.  This page has been viewed 314 times since then and 35 times this year."
-94.8303,29.27261667,The Italian Vault,"Near 65th Street, Galveston, (On the left when traveling south)","Attracted by economic opportunities to be found here, a large number of Italian immigrants came to Galveston in the 19th century. In 1876, they formed the Italian Mutual Benevolent Society (Societa' Italiana di Mutuo Soccorso) to provide assistance to fellow immigrants. The society purchased a plot of land in Calvary Catholic Cemetery in 1888 and built this mausoleum, known as the Italian Vault. The structure exhibits Gothic style influences in its buttresses, gargoyles, and Corinthian columns flanking the entrance.  

The vault provides space for twelve crypts. It served as a permanent or temporary resting place for more than 70 deceased members until burial could take place in the cemetery. A number of Italian immigrants are interred in plots surrounding the mausoleum. Buried in this cemetery are Captain Clemente Nicolini, a member of the original vault building committee and a former Italian consulate who aided many immigrants; and Gioacchino Cassara, the first president of the Italian Benevolent Society. The vault also was used by members of the later organized Italian society, Stella d'Italia, and finally by the Sons of Italy. 
Recorded Texas Historic Landmark-1992",https://www.hmdb.org/marker.asp?marker=49842,Texas Historical Commission.(Marker Number 7497.),1992,"Cemeteries & Burial Sites,Fraternal or Sororal Organizations","This page was last revised on June 16, 2016. This page originally submitted on  November 26, 2011, by Jim Evans of Houston, Texas.  This page has been viewed 617 times since then and 72 times this year."
-82.44173333,27.9604,Roland M. Manteiga,"On East 7th Avenue (County Route 574) , Tampa, (On the left when traveling east)","Roland Manteiga chronicled events and politics that shaped Tampa and Ybor city and championed human rights for more than 40 years through his weekly column “As we heard it.” From his private table at La Tropicana Restaurant, where he broke bread with presidents and locals alike, this formidable owner and publisher of La Gaceta newspaper served as a conduit between power brokers and the powerless. As the conscience of the community, Manteiga became a legend in his own time.",https://www.hmdb.org/marker.asp?marker=49927,"Mayor Dick Greco and the Mayor’s Hipanic Advisory Council, City of Tampa.",2003,"Communications,Hispanic Americans,Notable Persons,Politics","This page was last revised on  August 17, 2017. This page originally submitted on  January 1, 2008, by Mike Stroud of Bluffton, South Carolina.  This page has been viewed 3,083 times since then and 99 times this year. Last updated on   November 28, 2011, by Glenn Sheffield of Tampa, Florida."
-89.381558,43.074787,Suhr Bank Building,"On East Main Street, Madison, (On the left when traveling west)","The Suhr Bank Building is an elegant example of the Italianate style applied to a commercial building. Designed by influential Madison architect John Nader, the building is of regularly coarse sandstone with a projecting cornice featuring pairs of scrolled brackets. The windows are ornamented with sandstone hoods and the main entrance has composite columns and a classical entablature. The building is also significant for its association with John Suhr, a German immigrant who established one of Madison's most successful early banks by serving the local German immigrant population.  Designated April 19, 2005",https://www.hmdb.org/marker.asp?marker=50132,the Madison Landmarks Commission.(Marker Number 165.),2011,Industry & Commerce,"This page was last revised on June 16, 2016. This page originally submitted on  December 3, 2011, by William J. Toman of Green Lake, Wisconsin.  This page has been viewed 402 times since then and 24 times this year."
-87.984252,43.228075,Henry Kolwey Homesite,"On South Main Street, Thiensville, (On the right when traveling north)","Henry Kolwey, an immigrant from the Duchy of Hanover (present day Germany), established a home on this site in 1857. According to the 1860 census, Kolwey, a master shoemaker, lived and worked here with his wife Anna, their four children, and four apprentice shoemakers.",https://www.hmdb.org/marker.asp?marker=50203,Village of Thiensville Historic Preservation Commission.,2003,Notable Buildings,"This page was last revised on June 16, 2016. This page originally submitted on  December 5, 2011, by Paul Fehrenbach of Germantown, Wisconsin.  This page has been viewed 275 times since then and 31 times this year."
-120.96333333,38.65316667,Du Roc House,"On Durock Road, Shingle Springs, (On the right when traveling west)","Dedicated July 1, 2000 
Du Roc House 
Added Station 
July 1, 1861 – Nov. 20, 1861 
by 
PW Pipe 
James Stretesky 
Norman &amp; Ann Root 
County of El Dorado 
American Suzuki Motor Corporation 
Pony Express Trail Association
Sponsors are listed at the bottom of the base.  

[Rear Side of Marker:] 
The “Du Roc House” was only 175 feet due south from this monument on the road from Sacramento to Placerville. Starting on April 3, 1860 the Pony Express used this route between San Francisco and St. Louis, Missouri. The stations used by the westbound Pony Express were Sportsman Hall, El Dorado (via Placerville &amp; Diamond Springs) and Mormon Tavern.  

The U.S. Post Office, due to the Civil War, took over the prior private operation of the Pony Express and on July 1, 1861 made Placerville the Western Terminus of their Pony Express. To continue to San Francisco, Wells Fargo &amp; Co. operated their own Pony Express via Folsom from Placerville and then used the railroad to Sacramento.  

The “Du Roc House” became the new Pony Express Station from Placerville to Folsom.  

©2000 Joe Nardone  

Additional sponsors are listed at the bottom of the base.",https://www.hmdb.org/marker.asp?marker=50321,"PW Pipe, James Stretesky, Norman Ann Root, County of El Dorado, American Suzuki Motor Corporation, Pony Express Trail Association.",2002,Communications,"This page was last revised on June 16, 2016. This page originally submitted on  December 9, 2011, by Syd Whittle of El Dorado Hills, California.  This page has been viewed 712 times since then and 54 times this year."
-117.71761667,33.9898,Rancho Chino Adobe Site,"On Eucalyptus Avenue, Chino, (On the right when traveling west)","Near this site, Isaac Williams in 1841 built a large adobe home, located on the 22,000-acre Rancho Chino which he acquired from his father-in-law Antonio Lugo. The ""Battle of Chino"" occurred at the adobe on September 26-27, 1846, during which 24 Americans were captured by a group of about 50 Californios. Located on the Southern Immigrant Trail to California, the adobe later became an inn and stage stop famous for its hospitality.",https://www.hmdb.org/marker.asp?marker=50665,"The State Department of Parks in cooperation with the Chino Valley Historical Society, the Billy Holcomb Chapter of E Clampus Vitus and the San Bernadino County Museum.(Marker Number 942.)",1982,"Notable Buildings,Settlements & Settlers,War, Mexican-American","This page was last revised on June 16, 2016. This page originally submitted on  April 26, 2006, by Joseph Beeman of Upland, California.  This page has been viewed 3,912 times since then and 102 times this year. Last updated on   December 18, 2011, by Michael Kindig of Long Beach, California."
-74.1720137,40.74202428,St. Patrick's Pro-Cathedral,"On Washington Street, Newark, (On the left when traveling north)","Completed in 1850, St. Patrick's served as the seat of all Roman Catholic bishops and archbishops of Newark from the establishment of the diocese in 1853 until completion of Sacred Heart Cathedral in 1954. St. Patrick's, third oldest parish in Newark, was founded by Irish Immigrants. The Gothic Revival church, designed by Patrick C. Keely, was consecrated on March 17 (St. Patrick's Day) in 1875. Listed on National Register of Historic Places in 1972.",https://www.hmdb.org/marker.asp?marker=50851,The Newark Preservation and Landmarks Committee,,"Churches, Etc.","This page was last revised on June 16, 2016. This page originally submitted on  December 23, 2011, by James True of Newark, New Jersey.  This page has been viewed 391 times since then and 35 times this year."
-87.982327,43.231429,Thiensville’s First General Store,"On Green Bay Road, Thiensville, (On the right when traveling north)","Built in 1860 by German immigrant William Zimmermann as his general store and residence. Soon became focal point of village community. Also served as post office and had one of the first telephones in the area. 

Aug. 2001",https://www.hmdb.org/marker.asp?marker=50964,Village of Thiensville Historical Preservation Commission.,2001,Notable Buildings,"This page was last revised on June 16, 2016. This page originally submitted on  December 27, 2011, by Paul Fehrenbach of Germantown, Wisconsin.  This page has been viewed 254 times since then and 22 times this year."
-118.27531667,33.72835,Timms' Point and Landing,"On Sampson Way, San Pedro, (On the right when traveling north)","In 1852 German immigrant Augustus W. Timms obtained Sepulveda's Landing on the mudflats near here. He built a wharf, added a warehouse, corral and other facilities to service shipping and running of stages to Los Angeles. Timms was a pioneer in the development of the harbor and for over fifty years this area was known as Timms Point.",https://www.hmdb.org/marker.asp?marker=50976,State Department of Parks and Recreation in cooperation with the San Pedro Bay Historical Society and the Port of Los Angeles.(Marker Number 384.),1993,"Industry & Commerce,Notable Places,Waterways & Vessels","This page was last revised on June 16, 2016. This page originally submitted on  December 27, 2011, by Michael Kindig of Long Beach, California.  This page has been viewed 660 times since then and 51 times this year."
-118.04203333,34.07463333,El Monte,"Near Santa Anita Avenue, El Monte, (On the right","El Monte, on the bank of the San Gabriel River, played a significant part in California's early pioneer history. It was first an encampment on the Old Spanish Trail, and extension of the trail from Missouri to Sante Fe. By the 1850's some began to call El Monte the ""End of the Santa Fe Trail."" Early in that decade a permanent settlement was esablished here by immigrants from Texas. The first settlement in Southern California founded by citizens of the United States.",https://www.hmdb.org/marker.asp?marker=50987,State Department of Parks and Recreation in cooperation with the City of El Monte.(Marker Number 975.),1987,"Notable Places,Roads & Vehicles,Settlements & Settlers","This page was last revised on June 16, 2016. This page originally submitted on  December 27, 2011, by Michael Kindig of Long Beach, California.  This page has been viewed 1,042 times since then and 97 times this year."
-90.057766,29.962101,Fauboug Marigny,"On Esplanade Avenue, New Orleans, ","In 1805 Bernard de Marigny began the subdivision of his plantation, creating the first suburb below the original city. As Americans settled up-river, immigrants and free persons of color settled in Faubourg Marigny.
Faubourg Marigny Improvement Association",https://www.hmdb.org/marker.asp?marker=51600,Faubourg Marigny Improvement Association,,"Antebellum South, US,Man-Made Features,Settlements & Settlers","This page was last revised on June 16, 2016. This page originally submitted on  January 13, 2012, by Barry Swackhamer of San Jose, California.  This page has been viewed 456 times since then and 74 times this year."
-80.73688333,34.53991667,Stoneboro,"On Twitty Mill Road, Stoneboro, (On the right when traveling west)","Originally called Russell Place for the Irish immigrant William Russell who settled near here on a branch of Beaver Creek in 1768. General William Tecumseh Sherman passed through Russell Place in 1865 on his way to North Carolina. In 1871 James Robert Magill moved here. Magill served in the S.C. House of Representatives 1887 ~ 88, and the S.C. Senate, 1889 ~ 1894. For several years around the turn of the 20th Century, the post office here was called Magill. In 1906, Stewart William Heath moved here. He operated the Southern Granite Company and built his own railroad. The Central Railroad of South Carolina, which ran from the quarry to Heath Springs. John George Sassi, an Italian immigrant, lived here for several years and was the stonecutter for the quarry, using Stoneboro Granite, Sassi sculpted the confederate monument that stands in front of the Lancaster County Court House.",https://www.hmdb.org/marker.asp?marker=51641,"The Lancaster County Historical Commission, Andrea Van Landingham Steen, Chairman.",1990,"Industry & Commerce,Railroads & Streetcars,Settlements & Settlers,War, US Civil","This page was last revised on June 16, 2016. This page originally submitted on  January 15, 2012, by Anna Inbody of Columbia, South Carolina.  This page has been viewed 1,027 times since then and 134 times this year."
-90.59092283,34.54290379,Service with Distinction,"On Franklin Street, Helena, ","Seven men from Phillips County, all of them immigrants to Arkansas, became high ranking Confederate officers. They served with honor in the Army of the Tennessee and in the Trans-Mississippi, participating in many decisive battles and campaigns.  

The Arkansas Frontier, 1835-1861 
Many ambitious men came to Phillip County before the Civil War, drawn by the opportunities offered by the frontier. Among them were lawyers Charles Adams and James Tappan; Patrick Cleburne, an Irish immigrant; Archibald Dobbins, a farmer; and Daniel Govan, Thomas Hindman and Lucius Polk - men of means. All enlisted in the Confederate army soon after the war began.
  
Serving the Confederacy,1861-1965 
James Tappan saw combat first, leading the 13th Arkansas at Belmont, Missouri, in November 1861. Hindman, Cleburne, Govan, Tappan and Polk fought at the Battle of Shiloh in April 1862.  
Tappan and Hindman returned to Arkansas but the other fought with the Army of Tennessee at Richmond, Perryville, Stones River, Chattanooga and Missionary Ridge. Hindman rejoined them at Chickamauga and they fought together until he was wounded at Kennesaw Mountain. The rest served together until Cleburne's death at Franklin, Tennessee, in November 1864.
Hindman became commander of the military district of the Trans-Mississippi. Adams and Dobbins fought with him at Prairie Grove in December 1862. Adams later commanded the Northern Sub-District of Arkansas. Dobbins led his cavalry regiment at the Battle of Helena on July 4, 1863, and commanded a brigade at the Battle of Big Creek in Phillips County in 1864.
Tappan fought in the Red River Campaign at Jenkin's Ferry.
  
Returning from the War 
After the war Thomas Hindman went to Mexico. He was assassinated soon after returning to Helena. Archibald Dobbins fled to Brazil, where he disappeared. Lucius Polk, his health ruined, retired to his family's home in Tennessee.  
Charles Adams, Daniel Govan and James Tappan returned to Phillips County. Adams moved to Memphis, practicing law until his death from yellow fever. Govan remained in Helena until 1894, when he accepted a post as an Indian agent in Washington State.   
James Tappan remained in Helena, serving in the state legislature and twice declining the Democratic nomination for governor.",https://www.hmdb.org/marker.asp?marker=51981,,,"War, US Civil","This page was last revised on June 16, 2016. This page originally submitted on  January 26, 2012, by Sandra Hughes of Killen, Usa.  This page has been viewed 897 times since then and 92 times this year."
-118.06351667,36.60575,The Adobe Wall,"On North Main Sreet (U.S. 395) , Lone Pine, (On the right when traveling south)","On March 26, 1872 at 2:30AM, one of the largest earthquakes ever recorded destroyed 52 out of the 59 buildings in Lone Pine.  

Because of the scarcity of building materials the largely immigrant population of Lone Pine, (estimated 250-300), constructed buildings made of un-reinforced adobe and stone.  

This adobe wall is what remains of the general store, established in 1869 by Charles and Madeleine Meysan. This wall is the only remaining example of architecture in Lone Pine before the earthquake.",https://www.hmdb.org/marker.asp?marker=52102,Slim Princess Chapter395 E.Clampus Vitus.,2000,Settlements & Settlers,"This page was last revised on June 16, 2016. This page originally submitted on  February 1, 2012, by Denise Boose of Tehachapi, California.  This page has been viewed 694 times since then and 69 times this year."
-89.36601162,43.08726459,Gisholt Machine Company Manufacturing Complex,"On East Washington Avenue (U.S. 151) , Madison, (On the right when traveling east)","The Gisholt Machine Company site encompasses an expansive complex and is made up of three Neoclassical Revival style brick buildings: The 1899-1901 factory, the 1911 office building, and the 1946 engineering building. The company produced manufacturing tools including heavy machinery, precision balancing, and super-finishing machines. By 1912 Gisholt was Madison's largest employer; continued growth distinguished it as the east side manufacturing district's largest company. These accomplishments made it the most influential company in Madison's early manufacturing history.  Designated September 7, 2004",https://www.hmdb.org/marker.asp?marker=52106,the Madison Landmarks Commission.(Marker Number 162.),2012,Industry & Commerce,"This page was last revised on June 16, 2016. This page originally submitted on  February 1, 2012, by William J. Toman of Green Lake, Wisconsin.  This page has been viewed 1,093 times since then and 81 times this year."
-81.263077,28.8118764,Henry Shelton Sanford,"On East 1st Street, Sanford, (On the left when traveling east)","In this vicinity Henry Shelton Sanford, pioneer citrus grower, established the St. Gertrude grove in 1871. There, and at his Belair grove and experimental gardens, he advanced the industry through development of some 140 types of citrus. The Sanford gardens experimented with other tropical fruits, planting 30,000 exotic trees from South America and Africa. Much of the labor in the groves was performed by Swedish immigrants who settled at nearby New Upsala.",https://www.hmdb.org/marker.asp?marker=52220,the Florida Board of Parks and Historic Memorials.(Marker Number F-5.),1961,"Agriculture,Horticulture & Forestry","This page was last revised on June 16, 2016. This page originally submitted on  February 4, 2012, by Glenn Sheffield of Tampa, Florida.  This page has been viewed 514 times since then and 35 times this year."
-72.6705,41.761436,Front Street,"On Columbus Boulevard, Hartford, (On the right when traveling south)","Along this avenue, once called Front Street, thousands of immigrants came after leaving their war-ravaged, poverty-stricken countries in search of freedom and a better life. They helped to build the City of Hartford, the roads on which their descendants would one day travel, and the buildings in which they would one day work.  
They brought with them a wide range of religious and ethnic backgrounds, and they added their trades and crafts to the city's commerce. They labored within Hartford's shipping port, offloading boats from distant cities and foreign lands. Working the freight yards, railroads and warehouses, these immigrants played an integral role in making Hartford a shining example among America's thriving metropolises. Their contribution exemplified this nation's melting pot reputation. From tenement buildings that served as dwellings and ethnic shops, the people of Front Street proudly bore their new status as Americans, while still holding dear their cultures and customs.  
Also known as Hartford's lower east side, Front Street and its side streets served as an introduction to a city that was proclaimed a jewel in this nation's crown of outstanding cities. Possibly more than any other street, Front Street has undergone numerous changes in appearance and function since the late 1800s when it served as a shipping port and commercial hub, later becoming a heavily-populated immigrant settlement in the early 1900s, and undergoing yet more changes in the early 1960s when it became a corporate center extending from the southeast tip of Constitution Plaza to the vicinity of this bridge. During that last transition, Front Street was renamed Columbus Boulevard in honor of the Italian immigrants who last occupied this avenue when it was primarily residential.  
As with the original Front Street Bridge, which stood on this spot in 1941, two ornamental medallions depicting the Charter Oak and the Old State House hang from this new bridge. Today, this bridge serves as an entrance to Hartford's newest crown jewel: Adriaen's Landing.  
To those who lived and worked here, this avenue once marked the start of new dreams, hope for a better life, and gratitude for a free land.  
To that end, it is widely apparent that their efforts were not in vain.",https://www.hmdb.org/marker.asp?marker=52563,,,"Notable Places,Roads & Vehicles","This page was last revised on June 16, 2016. This page originally submitted on  February 12, 2012, by Michael Herrick of Southbury, Connecticut.  This page has been viewed 369 times since then and 37 times this year."
-78.92882,40.339683,Cambria City,"On Broad Street (State Route 56/403) , Johnstown, (On the right when traveling west)","Founded in 1853, this neighborhood was the first home to immigrants who came to Johnstown to find work in the coal mines and steel mills. Nationality churches and ethnic clubs exemplify the neighborhood's rich and diverse culture.",https://www.hmdb.org/marker.asp?marker=52634,Pennsylvania Historical and Museum Commission.,1994,"Churches, Etc.,Industry & Commerce,Settlements & Settlers","This page was last revised on June 16, 2016. This page originally submitted on  February 14, 2012, by William Fischer, Jr. of Scranton, Pennsylvania.  This page has been viewed 488 times since then and 36 times this year."
-121.94732,37.350151,Robert Menzel House,"On Benton Street, Santa Clara, (On the left when traveling east)","This Queen Anne house with characteristic corner tower was built around 1895 by Robert Menzel (1847-1923). A Prussian immigrant, he founded Menzel Hardware Company in 1875.  

Menzel served on the Santa Clara Board of Education, Library Trustees and as City Treasurer. On the Volunteer Fire Department for over 40 years, he became Chief in 1901.",https://www.hmdb.org/marker.asp?marker=52863,Santa Clara Historical and Landmark Commission.,1980,Notable Buildings,"This page was last revised on June 16, 2016. This page originally submitted on  February 21, 2012, by Barry Swackhamer of San Jose, California.  This page has been viewed 379 times since then and 35 times this year."
-117.16227083,32.70952917,"Chinese Mission Building, 1927","On 3rd Avenue, San Diego, (On the right when traveling south)","This California Mission Revival-style building was designed by Louis Gill, nephew and protege of Irving Gill. The facade of the one-story chapel features a sloping red-tile roof over a central bell tower. The Chinese Mission, located in the building until 1960, served as a social center where Chinese immigrants learned English and received religious instruction. The building was relocated to this site in 1995 from First Avenue between ""G"" and Market.",https://www.hmdb.org/marker.asp?marker=52947,Gaslamp Quarter.  (Marker Number 86,,Asian Americans,"This page was last revised on June 16, 2016. This page originally submitted on  February 24, 2012, by Maja Tajima of San Diego, California.  This page has been viewed 583 times since then and 45 times this year."
